request_id,scenario,prompt_class,arrival_offset_s,start_ts,first_token_ts,end_ts,ttft_ms,e2e_ms,itl_mean_ms,itl_p95_ms,output_chars,approx_output_tokens,prompt_chars,status,error,metadata
req_000,mixed_batching,short,0.5100301436374005,0.51120924949646,2.0115787982940674,2.298259735107422,1500.3695487976074,1787.050485610962,10.657677283653847,18.504023551940918,135,28,131,ok,,
req_001,mixed_batching,long,0.5226945631587699,0.5240373611450195,2.0357935428619385,5.0595619678497314,1511.756181716919,4535.524606704712,10.112646032735256,12.182235717773423,1733,300,160,ok,,
req_002,mixed_batching,short,0.6835065951962527,0.6848797798156738,2.0355734825134277,2.3751955032348633,1350.693702697754,1690.3157234191895,10.008465160023082,10.786247253417969,163,35,131,ok,,
req_003,mixed_batching,long,0.8097996880313094,0.811192512512207,2.0357518196105957,5.058687686920166,1224.5593070983887,4247.495174407959,10.109877506626091,12.10989952087401,1732,300,160,ok,,
req_004,mixed_batching,short,1.4765960244353509,1.4782345294952393,2.035691261291504,2.2803955078125,557.4567317962646,802.1609783172607,10.211954946103303,10.523581504821777,118,25,131,ok,,
req_005,mixed_batching,long,2.0411825288346472,2.042057752609253,2.0866756439208984,5.100281238555908,44.61789131164551,3058.2234859466553,10.078588058318582,12.02080249786377,1731,300,160,ok,,
req_006,mixed_batching,short,3.1548265786103373,3.1556954383850098,3.1992013454437256,3.4480056762695312,43.50590705871582,292.3102378845215,10.353316431460174,13.131165504455563,118,25,131,ok,,
req_007,mixed_batching,long,3.20030278091362,3.2014098167419434,3.2435903549194336,7.400739669799805,42.180538177490234,4199.329853057861,13.903118694905055,11.829996109008786,1739,300,160,ok,,
req_008,mixed_batching,short,3.4743258606118657,3.4757025241851807,3.521665573120117,3.7711164951324463,45.96304893493652,295.4139709472656,10.224207587864088,11.808276176452635,118,25,131,ok,,
req_009,mixed_batching,short,3.489450949215545,3.4898793697357178,3.531646490097046,3.7817695140838623,41.767120361328125,291.89014434814453,10.436648907868758,14.367246627807614,118,25,131,ok,,
req_010,mixed_batching,short,3.612809297195457,3.6137027740478516,3.658714771270752,3.8995587825775146,45.01199722290039,285.8560085296631,10.028911673504373,10.21883487701416,118,25,131,ok,,
req_011,mixed_batching,short,3.964767061128534,3.966312885284424,4.001806259155273,4.2470314502716064,35.49337387084961,280.7185649871826,10.201868803604789,11.143779754638672,118,25,131,ok,,
req_012,mixed_batching,short,3.9782142629686876,3.9790093898773193,4.0120930671691895,4.257130861282349,33.08367729187012,278.1214714050293,10.243104851764182,11.242818832397461,118,25,131,ok,,
req_013,mixed_batching,short,4.089060097550528,4.090332746505737,4.123685598373413,4.3659303188323975,33.35285186767578,275.59757232666016,10.107309921928074,10.99085807800293,118,25,131,ok,,
req_014,mixed_batching,short,4.613806098161814,4.614947319030762,4.6482977867126465,4.921107530593872,33.350467681884766,306.16021156311035,10.110020637512207,11.13981008529663,135,28,132,ok,,
req_015,mixed_batching,short,5.007470725283015,5.008352041244507,5.04606032371521,5.390591621398926,37.708282470703125,382.23958015441895,10.140903068311287,11.751222610473631,163,35,132,ok,,
