request_id,scenario,prompt_class,arrival_offset_s,start_ts,first_token_ts,end_ts,ttft_ms,e2e_ms,itl_mean_ms,itl_p95_ms,output_chars,approx_output_tokens,prompt_chars,status,error,metadata
c02_000,sweep,sweep_short,0.0,0.00026297569274902344,0.38373517990112305,0.6381676197052002,383.472204208374,637.9046440124512,9.385494085458609,12.01939582824707,135,28,131,ok,,"{""concurrency"": 2}"
c02_001,sweep,sweep_short,0.0,0.0005679130554199219,0.3838353157043457,0.7022199630737305,383.2674026489258,701.6520500183105,9.342706564700965,12.068176269531248,163,35,131,ok,,"{""concurrency"": 2}"
c02_002,sweep,sweep_short,0.2,0.20064282417297363,0.3942289352416992,0.6209068298339844,193.5861110687256,420.26400566101074,9.3224981556768,11.386036872863768,118,25,131,ok,,"{""concurrency"": 2}"
c02_003,sweep,sweep_short,0.2,0.20127201080322266,0.39415454864501953,0.6216676235198975,192.88253784179688,420.3956127166748,9.32671712792438,11.402654647827147,118,25,131,ok,,"{""concurrency"": 2}"
c02_004,sweep,sweep_short,0.4,0.40047144889831543,0.4463613033294678,0.6661772727966309,45.889854431152344,265.70582389831543,9.147125741709834,10.850071907043455,118,25,131,ok,,"{""concurrency"": 2}"
c02_005,sweep,sweep_short,0.4,0.4011516571044922,0.4464588165283203,0.6665854454040527,45.307159423828125,265.43378829956055,9.146203165468963,10.84473133087158,118,25,131,ok,,"{""concurrency"": 2}"
c02_006,sweep,sweep_short,0.6000000000000001,0.6012029647827148,0.6388254165649414,0.8567044734954834,37.62245178222656,255.50150871276855,9.054515672766644,10.189318656921387,118,25,131,ok,,"{""concurrency"": 2}"
c02_007,sweep,sweep_short,0.6000000000000001,0.6014785766601562,0.6388752460479736,0.8574440479278564,37.39666938781738,255.9654712677002,9.054018103558084,10.2827787399292,118,25,131,ok,,"{""concurrency"": 2}"
c02_008,sweep,sweep_short,0.8,0.8005685806274414,0.8380770683288574,1.0537240505218506,37.508487701416016,253.15546989440918,8.916222530862559,9.535789489746094,118,25,131,ok,,"{""concurrency"": 2}"
c02_009,sweep,sweep_short,0.8,0.8010189533233643,0.8379521369934082,1.0532643795013428,36.933183670043945,252.24542617797852,8.920099424279254,9.567499160766602,118,25,131,ok,,"{""concurrency"": 2}"
c02_010,sweep,sweep_short,1.0,1.0010199546813965,1.0341298580169678,1.2786164283752441,33.10990333557129,277.59647369384766,9.029342578007626,9.641170501708984,135,28,132,ok,,"{""concurrency"": 2}"
c02_011,sweep,sweep_short,1.0,1.001185417175293,1.034031867980957,1.3422482013702393,32.84645080566406,341.0627841949463,9.04514572837136,9.637928009033203,163,35,132,ok,,"{""concurrency"": 2}"
