request_id,scenario,prompt_class,arrival_offset_s,start_ts,first_token_ts,end_ts,ttft_ms,e2e_ms,itl_mean_ms,itl_p95_ms,output_chars,approx_output_tokens,prompt_chars,status,error,metadata
c04_000,sweep,sweep_short,0.0,0.00021409988403320312,0.044325828552246094,0.2998473644256592,44.11172866821289,299.633264541626,9.428767057565542,12.980520725250244,135,28,131,ok,,"{""concurrency"": 4}"
c04_001,sweep,sweep_short,0.0,0.00046539306640625,0.04453897476196289,0.36659693717956543,44.07358169555664,366.1315441131592,9.482578797773881,12.272262573242184,163,35,131,ok,,"{""concurrency"": 4}"
c04_002,sweep,sweep_short,0.0,0.0005617141723632812,0.04440879821777344,0.2710378170013428,43.847084045410156,270.4761028289795,9.422105291615361,13.236832618713375,118,25,131,ok,,"{""concurrency"": 4}"
c04_003,sweep,sweep_short,0.0,0.0006392002105712891,0.04449176788330078,0.2705705165863037,43.85256767272949,269.9313163757324,9.417917417443316,13.211703300476072,118,25,131,ok,,"{""concurrency"": 4}"
c04_004,sweep,sweep_short,0.2,0.20086097717285156,0.25101351737976074,0.4867408275604248,50.15254020690918,285.87985038757324,9.795935257621434,10.721397399902344,118,25,131,ok,,"{""concurrency"": 4}"
c04_005,sweep,sweep_short,0.2,0.20110106468200684,0.250885009765625,0.4865262508392334,49.783945083618164,285.42518615722656,9.800817655480426,10.717320442199707,118,25,131,ok,,"{""concurrency"": 4}"
c04_006,sweep,sweep_short,0.2,0.2012178897857666,0.25107264518737793,0.4870600700378418,49.85475540161133,285.8421802520752,9.794629138448965,10.718941688537598,118,25,131,ok,,"{""concurrency"": 4}"
c04_007,sweep,sweep_short,0.2,0.20132946968078613,0.2508523464202881,0.4861881732940674,49.52287673950195,284.85870361328125,9.800942047782566,10.657238960266113,118,25,131,ok,,"{""concurrency"": 4}"
c04_008,sweep,sweep_short,0.4,0.4009511470794678,0.43851757049560547,0.6650042533874512,37.566423416137695,264.0531063079834,9.42416813062585,10.112214088439941,118,25,131,ok,,"{""concurrency"": 4}"
c04_009,sweep,sweep_short,0.4,0.40128064155578613,0.4385409355163574,0.6646857261657715,37.26029396057129,263.40508460998535,9.422468102496603,10.108447074890137,118,25,131,ok,,"{""concurrency"": 4}"
c04_010,sweep,sweep_short,0.4,0.40140581130981445,0.4384751319885254,0.692702054977417,37.06932067871094,291.29624366760254,9.408125510582558,10.06251573562622,135,28,132,ok,,"{""concurrency"": 4}"
c04_011,sweep,sweep_short,0.4,0.4015469551086426,0.43856143951416016,0.7590851783752441,37.01448440551758,357.53822326660156,9.408307797981031,10.019111633300781,163,35,132,ok,,"{""concurrency"": 4}"
