request_id,scenario,prompt_class,arrival_offset_s,start_ts,first_token_ts,end_ts,ttft_ms,e2e_ms,itl_mean_ms,itl_p95_ms,output_chars,approx_output_tokens,prompt_chars,status,error,metadata
short_000,chunked_prefill,short,0.680040191516534,0.681349515914917,1.0698211193084717,1.3538413047790527,388.4716033935547,672.4917888641357,10.543291385357197,15.35940170288086,135,28,131,ok,,
short_001,chunked_prefill,short,0.6969260842116933,0.6980392932891846,1.0862994194030762,1.454352617263794,388.2601261138916,756.3133239746094,10.834137598673502,16.724157333374006,163,35,131,ok,,
short_002,chunked_prefill,short,0.911342126928337,0.9127438068389893,1.0862278938293457,1.3342347145080566,173.48408699035645,421.4909076690674,10.357089664625084,11.699914932250975,118,25,131,ok,,
short_003,chunked_prefill,short,1.0797329173750794,1.0812122821807861,1.130563735961914,1.3645853996276855,49.35145378112793,283.3731174468994,9.701355643894361,10.555887222290039,118,25,131,ok,,
short_004,chunked_prefill,short,1.9687946992471348,1.9700214862823486,2.007812738418579,2.2471566200256348,37.79125213623047,277.13513374328613,9.91778788359269,10.932826995849608,118,25,131,ok,,
short_005,chunked_prefill,short,2.7215767051128634,2.7245938777923584,2.758819341659546,2.988875150680542,34.2254638671875,264.2812728881836,9.566856467205545,9.956216812133789,118,25,131,ok,,
short_006,chunked_prefill,short,4.206435438147118,4.208926200866699,4.284759521484375,4.520631313323975,75.83332061767578,311.7051124572754,9.80792874875276,10.499858856201172,118,25,131,ok,,
short_007,chunked_prefill,short,4.267070374551495,4.268661975860596,4.309678077697754,4.539072036743164,41.0161018371582,270.41006088256836,9.54995984616487,10.426855087280273,118,25,131,ok,,
short_008,chunked_prefill,short,4.632434480815823,4.633703947067261,4.66383171081543,4.896907091140747,30.127763748168945,263.2031440734863,9.645026663075322,10.37895679473877,118,25,131,ok,,
short_009,chunked_prefill,short,4.652601265620729,4.653372287750244,4.683480739593506,4.916568756103516,30.10845184326172,263.1964683532715,9.69887816387674,10.90996265411377,118,25,131,ok,,
short_010,chunked_prefill,short,4.817079062927278,4.818525314331055,4.847554445266724,5.108778476715088,29.029130935668945,290.2531623840332,9.648928275475136,10.25623083114624,135,28,132,ok,,
short_011,chunked_prefill,short,5.286356081504714,5.287549734115601,5.319320440292358,5.649724006652832,31.770706176757812,362.17427253723145,9.709365440137459,10.981178283691406,163,35,132,ok,,
short_012,chunked_prefill,short,5.304285683958252,5.305706977844238,5.343879222869873,5.601794004440308,38.172245025634766,296.08702659606934,9.530204993027906,10.829806327819824,135,28,132,ok,,
short_013,chunked_prefill,short,5.4520801300673725,5.452711582183838,5.486712455749512,5.7474377155303955,34.00087356567383,294.7261333465576,9.621876936692457,10.1548433303833,135,28,132,ok,,
short_014,chunked_prefill,short,6.151741464215754,6.153520584106445,6.1845009326934814,6.446373224258423,30.980348587036133,292.85264015197754,9.684562683105469,10.245800018310547,135,28,132,ok,,
short_015,chunked_prefill,short,6.676627633710688,6.678341865539551,6.710226535797119,7.037425756454468,31.88467025756836,359.083890914917,9.625109759244053,10.305261611938477,163,35,132,ok,,
short_016,chunked_prefill,short,6.842645246355238,6.843661546707153,6.873295545578003,7.135533571243286,29.63399887084961,291.8720245361328,9.706396322983961,10.766267776489258,135,28,132,ok,,
short_017,chunked_prefill,short,7.435851050556413,7.437528371810913,7.468071460723877,7.803553104400635,30.543088912963867,366.0247325897217,9.84903537865841,11.70382499694824,163,35,132,ok,,
short_018,chunked_prefill,short,8.541009780038477,8.543376684188843,8.585804224014282,8.843229532241821,42.42753982543945,299.8528480529785,9.499669075012207,10.325610637664795,135,28,132,ok,,
short_019,chunked_prefill,short,8.545356425741321,8.546416759490967,8.585731506347656,8.842612743377686,39.31474685668945,296.19598388671875,9.500439350421612,10.324537754058838,135,28,132,ok,,
long_prefill_000,chunked_prefill,long_prefill,4.206435438147118,4.211045503616333,,4.257920026779175,,46.8745231628418,,,0,0,1485165,error,"400, message='Bad Request', url='http://localhost:8000/v1/chat/completions'","{""is_long_injection"": true}"
